SiteID;Country;Latitude;Longitude;Eastings_X;Northings_Y;Region;Site;Architecture;LabNumber;C14;STD;Delta13C;Delta15N;MarineResources;AquaticResources;DeltaR;DeltaRErr;Curve;Food.source;Material;Context;Source;MainBibliography;Bibliography;Observations
S62;Spain;43,1901;-8,9694;502486;4781925;North;Dombate new;Passage grave;CSIC-940;4450;70;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Charcoal;Surface tumulus;Fabregas Valcarce, Vilaseco Vazquez 2003, 293-294;n/a;Fabregas Valcarce, Vilaseco Vazquez 2003, 293-294;n/a
S62;Spain;43,1901;-8,9694;502486;4781925;North;Dombate new;Passage grave;CSIC-890;4930;70;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Charcoal;Surface ancient soil;Fabregas Valcarce, Vilaseco Vazquez 2003, 293-294;Alonso, Bello 1997;Fabregas Valcarce, Vilaseco Vazquez 2003, 293-294/Alonso/Bello 1997;n/a
S62;Spain;43,1901;-8,9694;502486;4781925;North;Dombate new;Passage grave;UtC-3200;4780;60;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Charcoal;Floor of the corridor;Fabregas Valcarce, Vilaseco Vazquez 2003, 293-294;Bello 1995;Fabregas Valcarce, Vilaseco Vazquez 2003, 293-294/Bello 1995;n/a
S63;Spain;43,1902;-8,9693;502494;4781936;North;Dombate old;Dolmen;CAMS- 101904;4890;30;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Organic material;Fragment of pottery;Steelman, Carrera et al 2005;n/a;n/a;n/a
S63;Spain;43,1902;-8,9693;502494;4781936;North;Dombate old;Dolmen;CAMS- 101903;4895;30;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Organic material;Fragment of pottery;Steelman, Carrera et al 2005;n/a;n/a;n/a
S64;Spain;36,8411;-2,2064;1106124;4098849;South;El Barranquete 11;Tholos;Beta-301932;3470;40;-18,4;n/a;n/a;n/a;n/a;n/a;intcal20;C3 plants and terrestrial animals;Human bone;Chamber. Human femur from an adult male (41-60 years old). Layer II;Aranda Jimenez, Lozano Medina 2014, 382;n/a;n/a;n/a
S64;Spain;36,8411;-2,2064;1106124;4098849;South;El Barranquete 11;Tholos;CNA-2406;3730;35;-18,82;n/a;n/a;n/a;n/a;n/a;intcal20;C3 plants and terrestrial animals;Human bone;Chamber. Human left humerus from an adult male (21-40 years old). Layer IV;Aranda Jimenez, Lozano Medina 2014, 382;n/a;n/a;n/a
S64;Spain;36,8411;-2,2064;1106124;4098849;South;El Barranquete 11;Tholos;CNA-2407;3860;35;-19,72;n/a;n/a;n/a;n/a;n/a;intcal20;C3 plants and terrestrial animals;Human bone;Chamber. Human left radius from an adult male (21-40 years old). Layer IV;Aranda Jimenez, Lozano Medina 2014, 382;n/a;n/a;n/a
S64;Spain;36,8411;-2,2064;1106124;4098849;South;El Barranquete 11;Tholos;Beta-301934;3530;30;-18,3;n/a;n/a;n/a;n/a;n/a;intcal20;C3 plants and terrestrial animals;Human bone;Chamber. Human right femur from an adult male (21-30 years old). Layer III;Aranda Jimenez, Lozano Medina 2014, 382;n/a;n/a;n/a
S64;Spain;36,8411;-2,2064;1106124;4098849;South;El Barranquete 11;Tholos;CNA-2405;3925;35;-20,19;n/a;n/a;n/a;n/a;n/a;intcal20;C3 plants and terrestrial animals;Human bone;Chamber. Human right humerus from an adult female (21-40 years old). Layer IV;Aranda Jimenez, Lozano Medina 2014, 382;n/a;n/a;n/a
S64;Spain;36,8411;-2,2064;1106124;4098849;South;El Barranquete 11;Tholos;CNA-2404;3856;35;-20,1;n/a;n/a;n/a;n/a;n/a;intcal20;C3 plants and terrestrial animals;Human bone;Chamber. Human right radius from an adult female (21-40 years old). Layer IV;Aranda Jimenez, Lozano Medina 2014, 382;n/a;n/a;n/a
S64;Spain;36,8411;-2,2064;1106124;4098849;South;El Barranquete 11;Tholos;CNA-2412;3120;35;-17,89;n/a;n/a;n/a;n/a;n/a;intcal20;C3 plants and terrestrial animals;Human bone;Chamber. Human right uln/a from an adult male (21-40 years old). Layer II;Aranda Jimenez, Lozano Medina 2014, 382;n/a;n/a;n/a
S64;Spain;36,8411;-2,2064;1106124;4098849;South;El Barranquete 11;Tholos;CNA-2411;3830;35;-19,02;n/a;n/a;n/a;n/a;n/a;intcal20;C3 plants and terrestrial animals;Human bone;Chamber. Human skull fragment from an adult male (+30 years old). Layer IV;Aranda Jimenez, Lozano Medina 2014, 382;n/a;n/a;n/a
S64;Spain;36,8411;-2,2064;1106124;4098849;South;El Barranquete 11;Tholos;CNA-2408;3860;35;-19,72;n/a;n/a;n/a;n/a;n/a;intcal20;C3 plants and terrestrial animals;Human bone;Chamber. Human skull fragment from an infantile (7-12 years old). Layer IV;Aranda Jimenez, Lozano Medina 2014, 382;n/a;n/a;n/a
S64;Spain;36,8411;-2,2064;1106124;4098849;South;El Barranquete 11;Tholos;CNA-2409;3625;40;-23,11;n/a;n/a;n/a;n/a;n/a;intcal20;C3 plants and terrestrial animals;Human bone;Chamber. Human skull fragment from an unesexed adult (30-35 years old). Layer III;Aranda Jimenez, Lozano Medina 2014, 382;n/a;n/a;n/a
S64;Spain;36,8411;-2,2064;1106124;4098849;South;El Barranquete 11;Tholos;Beta-301933;3670;40;-18,7;n/a;n/a;n/a;n/a;n/a;intcal20;C3 plants and terrestrial animals;Human bone;Chamber. Human skull fragment from an unesexed adult (41-60 years old). Layer III;Aranda Jimenez, Lozano Medina 2014, 382;n/a;n/a;n/a
S64;Spain;36,8411;-2,2064;1106124;4098849;South;El Barranquete 11;Tholos;CNA-2410;3785;35;-25,3;n/a;n/a;n/a;n/a;n/a;intcal20;C3 plants and terrestrial animals;Human bone;Chamber. Human tibia from an adult male (21-40 years old). Layer IV;Aranda Jimenez, Lozano Medina 2014, 382;n/a;n/a;n/a
S65;Spain;39,9915;-4,2092;909075;4437819;Tagus and western basins;El Castillejo;Tumulus;N.R.-N.R.;3710;70;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;C3 plants and terrestrial animals;Human bone;n/a;IDEArq.org;n/a;Benitez de Lugo Enrich 2018;n/a
S65;Spain;39,9915;-4,2092;909075;4437819;Tagus and western basins;El Castillejo;Tumulus;GX-29784;4180;50;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;C3 plants and terrestrial animals;Human bone;Burial, Individual 15;Bueno Ramirez et al 2010, Tab 3;Bueno Ramirez et al 2005;Bueno Ramirez et al 2010/Bueno Ramirez et al 2005;n/a
S65;Spain;39,9915;-4,2092;909075;4437819;Tagus and western basins;El Castillejo;Tumulus;GX-29783;4050;70;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;C3 plants and terrestrial animals;Human bone;Burial, Individual 5;Bueno Ramirez et al 2010, Tab 3;Bueno Ramirez et al 2005;Bueno Ramirez et al 2010/Bueno Ramirez et al 2005;n/a
S65;Spain;39,9915;-4,2092;909075;4437819;Tagus and western basins;El Castillejo;Tumulus;Beta-132917;5710;150;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;C3 plants and terrestrial animals;Human bone;Burial, Individual 4;Garcia Sanjuan et al 2011, Tab 2;Bueno Ramirez et al 1999;Garcia Sanjuan  et al 2011/Bueno Ramirez et al 1999;n/a
S65;Spain;39,9915;-4,2092;909075;4437819;Tagus and western basins;El Castillejo;Tumulus;Beta-145274;3810;70;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;C3 plants and terrestrial animals;Human bone;Platform;Garcia Sanjuan et al 2011;Bueno Ramirez et al 2000;Garcia Sanjuan et al 2011/Bueno Ram°rez et al 2000;n/a
S65;Spain;39,9915;-4,2092;909075;4437819;Tagus and western basins;El Castillejo;Tumulus;Beta-132915;4930;40;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;C3 plants and terrestrial animals;Charcoal;n/a;IDEArq.org;n/a;n/a;n/a
S66;Spain;42,57746477;-2,39341812;1042268;4735096;Ebro basin;El Longar;Rock-cut-tomb, artificial cave & hypogeum;N.R.Gr.3f;4500;60;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;C3 plants and terrestrial animals;Human bone;n/a;Armendariz Martija, Irigaray Soto 1991-1993;n/a;Armendariz Martija, Irigaray Soto 1991-1993;n/a
S66;Spain;42,57746477;-2,39341812;1042268;4735096;Ebro basin;El Longar;Rock-cut-tomb, artificial cave & hypogeum;N.R.Gr.3e;4530;60;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;C3 plants and terrestrial animals;Human bone;n/a;Armendariz Martija, Irigaray Soto 1991-1993;n/a;Armendariz Martija, Irigaray Soto 1991-1993;n/a
S66;Spain;42,57746477;-2,39341812;1042268;4735096;Ebro basin;El Longar;Rock-cut-tomb, artificial cave & hypogeum;N.R.U.3b;4445;70;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;C3 plants and terrestrial animals;Human bone;n/a;Armendariz Martija, Irigaray Soto 1991-1993;n/a;Armendariz Martija, Irigaray Soto 1991-1993;n/a
S66;Spain;42,57746477;-2,39341812;1042268;4735096;Ebro basin;El Longar;Rock-cut-tomb, artificial cave & hypogeum;N.R.Gr.3d;4540;70;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;C3 plants and terrestrial animals;Human bone;n/a;Armendariz Martija, Irigaray Soto 1991-1993;n/a;Armendariz Martija, Irigaray Soto 1991-1993;n/a
S66;Spain;42,57746477;-2,39341812;1042268;4735096;Ebro basin;El Longar;Rock-cut-tomb, artificial cave & hypogeum;N.R.Gr.3c;4480;50;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;C3 plants and terrestrial animals;Human bone;n/a;Armendariz Martija, Irigaray Soto 1991-1993;n/a;Armendariz Martija, Irigaray Soto 1991-1993;n/a
S66;Spain;42,57746477;-2,39341812;1042268;4735096;Ebro basin;El Longar;Rock-cut-tomb, artificial cave & hypogeum;N.R.Gr.3a;4580;90;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;C3 plants and terrestrial animals;Human bone;n/a;Armendariz Martija, Irigaray Soto 1991-1993;n/a;Armendariz Martija, Irigaray Soto 1991-1993;n/a
S67;Spain;41,7653;-5,7653;768888;4628776;Douro/Duero and Mondego basins;El Miradero;Rundgr‰ber & calero tomb;GrN-N.R.3;4940;40;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Charcoal;Burial;Bellido 2015;n/a;Bellido 2015;Geographic coordinates approximated
S67;Spain;41,7653;-5,7653;768888;4628776;Douro/Duero and Mondego basins;El Miradero;Rundgr‰ber & calero tomb;GrN-12100;5115;35;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Charcoal;Burial;MuÅller 1998, 82;n/a;MuÅller 1998, 82;Geographic coordinates approximated
S67;Spain;41,7653;-5,7653;768888;4628776;Douro/Duero and Mondego basins;El Miradero;Rundgr‰ber & calero tomb;GrN-12101;5155;35;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Charcoal;Burial;MuÅller 1998, 82;Cassen et al 1996;MuÅller 1998, 82/Cassen et al 1996, 513;Geographic coordinates approximated
S67;Spain;41,7653;-5,7653;768888;4628776;Douro/Duero and Mondego basins;El Miradero;Rundgr‰ber & calero tomb;GrN-N.R.1;4490;20;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Chalky crust;Burial;IDEArq.org;n/a;n/a;Geographic coordinates approximated
S67;Spain;41,7653;-5,7653;768888;4628776;Douro/Duero and Mondego basins;El Miradero;Rundgr‰ber & calero tomb;GrN-12103;5120;25;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Charcoal;Burial;IDEArq.org;n/a;n/a;Geographic coordinates approximated
S67;Spain;41,7653;-5,7653;768888;4628776;Douro/Duero and Mondego basins;El Miradero;Rundgr‰ber & calero tomb;GrN-12102;5135;45;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Charcoal;Burial;IDEArq.org;n/a;n/a;Geographic coordinates approximated
S67;Spain;41,7653;-5,7653;768888;4628776;Douro/Duero and Mondego basins;El Miradero;Rundgr‰ber & calero tomb;GrN-N.R.2;3585;40;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Human bone;n/a;Bellido 2015;n/a;Bellido 2015;n/a
S68;Spain;37,33249377;-1,74810911;1142879;4156506;South;El Oficio;Rock-cut-tomb, artificial cave & hypogeum;OxA-4969;3405;70;-18,3;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;n/a;Funerary context;Castro et al 1993-1994;Castro et al 1993-1994;Lozano Medina 2017;n/a
S68;Spain;37,33249377;-1,74810911;1142879;4156506;South;El Oficio;Rock-cut-tomb, artificial cave & hypogeum;OxA-4970;3635;60;-18;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;n/a;Funerary context;Castro et al 1993-1994;Castro et al 1993-1994;Lozano Medina 2017;n/a
S68;Spain;37,33249377;-1,74810911;1142879;4156506;South;El Oficio;Rock-cut-tomb, artificial cave & hypogeum;OxA-4968;3530;50;-17,6;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;n/a;Funerary context;Castro et al 1993-1994;Castro et al 1993-1994;Lozano Medina 2017;n/a
S69;Spain;42,017;2,4394;1447763;4715441;East;El PadrÛ II;Cist;UBAR-114;5770;80;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Charcoal;From tumulus or chamber, burial with Montbolo material;Cruells et al 1992, 245;Mestres Torres et al 1996;Cruells et al 1992, 245;n/a
S69;Spain;42,017;2,4394;1447763;4715441;East;El PadrÛ II;Cist;UBAR-115;5870;100;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Charcoal;From tumulus or chamber, burial with Montbolo material;Cruells et al 1992, 245;Mestres Torres et al 1996;Cruells et al 1992, 245;n/a
S69;Spain;42,017;2,4394;1447763;4715441;East;El PadrÛ II;Cist;UBAR-116;5580;130;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Charcoal;From tumulus or chamber, burial with Montbolo material;Cruells et al 1992, 245;Mestres Torres et al 1996;Cruells et al 1992, 245;n/a
S69;Spain;42,017;2,4394;1447763;4715441;East;El PadrÛ II;Cist;UBAR-113;5600;130;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Charcoal;From tumulus or chamber, burial with Montbolo material;Cruells et al 1992, 245;Mestres Torres et al 1996;Cruells et al 1992, 245;n/a
S70;Spain;40,4103373;-3,379602798;976994;4488494;Tagus and western basins;El Perdido;Megalithic grave;Ua-41488;3834;35;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Human bone;Phalanx of individual 25;Blasco et al 2014;n/a;Blasco et al 2014;n/a
S70;Spain;40,4103373;-3,379602798;976994;4488494;Tagus and western basins;El Perdido;Megalithic grave;Ua51489;3816;40;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Human bone;Phalanx of individual 4;Blasco et al 2014;n/a;Blasco et al 2014;n/a
S71;Spain;42,57457518;-2,6219053;1023531;4733330;Ebro basin;El Sotillo;Passage grave;Beta-299308;2740;30;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;C3 plants and terrestrial animals;Human bone;n/a;Fernandez Eraso, Mujika Alustiza 2013/Fernandez Crespo, Schulting 2017;n/a;Fernandez Eraso, Mujika Alustiza 2013/Fernandez Crespo, Schulting 2017;n/a
S71;Spain;42,57457518;-2,6219053;1023531;4733330;Ebro basin;El Sotillo;Passage grave;Beta-299303;3120;30;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;C3 plants and terrestrial animals;Human bone;n/a;Fernandez Eraso, Mujika Alustiza 2013/Fernandez Crespo, Schulting 2017;n/a;Fernandez Eraso, Mujika Alustiza 2013/Fernandez Crespo, Schulting 2017;n/a
S71;Spain;42,57457518;-2,6219053;1023531;4733330;Ebro basin;El Sotillo;Passage grave;Beta-299307;3160;30;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;C3 plants and terrestrial animals;Human bone;n/a;Fernandez Eraso, Mujika Alustiza 2013/Fernandez Crespo, Schulting 2017;n/a;Fernandez Eraso, Mujika Alustiza 2013/Fernandez Crespo, Schulting 2017;n/a
S71;Spain;42,57457518;-2,6219053;1023531;4733330;Ebro basin;El Sotillo;Passage grave;Beta-299309;3320;30;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;C3 plants and terrestrial animals;Human bone;n/a;Fernandez Eraso, Mujika Alustiza 2013/Fernandez Crespo, Schulting 2017;n/a;Fernandez Eraso, Mujika Alustiza 2013/Fernandez Crespo, Schulting 2017;n/a
S71;Spain;42,57457518;-2,6219053;1023531;4733330;Ebro basin;El Sotillo;Passage grave;Beta-299302;3360;30;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;C3 plants and terrestrial animals;Human bone;n/a;Fernandez Eraso, Mujika Alustiza 2013/Fernandez Crespo, Schulting 2017;n/a;Fernandez Eraso, Mujika Alustiza 2013/Fernandez Crespo, Schulting 2017;n/a
S71;Spain;42,57457518;-2,6219053;1023531;4733330;Ebro basin;El Sotillo;Passage grave;Beta-299312;3360;30;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;C3 plants and terrestrial animals;Human bone;n/a;Fernandez Eraso, Mujika Alustiza 2013/Fernandez Crespo, Schulting 2017;n/a;Fernandez Eraso, Mujika Alustiza 2013/Fernandez Crespo, Schulting 2017;n/a
S71;Spain;42,57457518;-2,6219053;1023531;4733330;Ebro basin;El Sotillo;Passage grave;Beta-299311;3380;30;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;C3 plants and terrestrial animals;Human bone;n/a;Fernandez Eraso, Mujika Alustiza 2013/Fernandez Crespo, Schulting 2017;n/a;Fernandez Eraso, Mujika Alustiza 2013/Fernandez Crespo, Schulting 2017;n/a
S71;Spain;42,57457518;-2,6219053;1023531;4733330;Ebro basin;El Sotillo;Passage grave;Beta-299101;3430;30;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;C3 plants and terrestrial animals;Human bone;n/a;Fernandez Eraso, Mujika Alustiza 2013/Fernandez Crespo, Schulting 2017;n/a;Fernandez Eraso, Mujika Alustiza 2013/Fernandez Crespo, Schulting 2017;n/a
S71;Spain;42,57457518;-2,6219053;1023531;4733330;Ebro basin;El Sotillo;Passage grave;Beta-299310;3550;30;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;C3 plants and terrestrial animals;Human bone;n/a;Fernandez Eraso, Mujika Alustiza 2013/Fernandez Crespo, Schulting 2017;n/a;Fernandez Eraso, Mujika Alustiza 2013/Fernandez Crespo, Schulting 2017;n/a
S71;Spain;42,57457518;-2,6219053;1023531;4733330;Ebro basin;El Sotillo;Passage grave;Beta-299306;4040;30;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;C3 plants and terrestrial animals;Human bone;n/a;Fernandez Eraso, Mujika Alustiza 2013/Fernandez Crespo, Schulting 2017;n/a;Fernandez Eraso, Mujika Alustiza 2013/Fernandez Crespo, Schulting 2017;n/a
S71;Spain;42,57457518;-2,6219053;1023531;4733330;Ebro basin;El Sotillo;Passage grave;Beta-299305;4350;30;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;C3 plants and terrestrial animals;Human bone;n/a;Fernandez Eraso, Mujika Alustiza 2013/Fernandez Crespo, Schulting 2017;n/a;Fernandez Eraso, Mujika Alustiza 2013/Fernandez Crespo, Schulting 2017;n/a
S71;Spain;42,57457518;-2,6219053;1023531;4733330;Ebro basin;El Sotillo;Passage grave;Beta-299304;4390;30;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;C3 plants and terrestrial animals;Human bone;n/a;Fernandez Eraso, Mujika Alustiza 2013/Fernandez Crespo, Schulting 2017;n/a;Fernandez Eraso, Mujika Alustiza 2013/Fernandez Crespo, Schulting 2017;n/a
S71;Spain;42,57457518;-2,6219053;1023531;4733330;Ebro basin;El Sotillo;Passage grave;Beta-299300;4000;40;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;C3 plants and terrestrial animals;Human bone;n/a;Fernandez Eraso, Mujika Alustiza 2013/Fernandez Crespo, Schulting 2017;n/a;Fernandez Eraso, Mujika Alustiza 2013/Fernandez Crespo, Schulting 2017;n/a
S72;Portugal;38,7698;-9,2683;476692;4291265;Tagus and western basins;Estria;Passage grave;Beta-228578;4110;40;-20;8,2;n/a;n/a;n/a;n/a;intcal20;C3 plants and terrestrial animals;Human bone;Chamber;Boaventura 2009;n/a;Boaventura 2009;n/a
S72;Portugal;38,7698;-9,2683;476692;4291265;Tagus and western basins;Estria;Passage grave;Beta-208950;4180;50;-20;8,2;n/a;n/a;n/a;n/a;intcal20;C3 plants and terrestrial animals;Human bone;Chamber;Boaventura 2009;n/a;Boaventura 2009;n/a
S73;Spain;42,95178832;-2,22810741;1052488;4777762;North;Etzegarate;Dolmen;Ua-37367;3070;30;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Bone;n/a;Mujika Alustiza 2017, 95;n/a;Mujika Alustiza 2017, 95;n/a
S73;Spain;42,95178832;-2,22810741;1052488;4777762;North;Etzegarate;Dolmen;Ua-37368;3435;35;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Bone;n/a;Mujika Alustiza 2017, 95;n/a;Mujika Alustiza 2017, 95;n/a
S73;Spain;42,95178832;-2,22810741;1052488;4777762;North;Etzegarate;Dolmen;Ua-35431;3300;40;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Bone;n/a;Mujika Alustiza 2017, 95;n/a;Mujika Alustiza 2017, 95;n/a
S73;Spain;42,95178832;-2,22810741;1052488;4777762;North;Etzegarate;Dolmen;Ua-35428;3375;40;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Bone;n/a;Mujika Alustiza 2017, 95;n/a;Mujika Alustiza 2017, 95;n/a
S73;Spain;42,95178832;-2,22810741;1052488;4777762;North;Etzegarate;Dolmen;GrA-29996;3505;40;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Bone;n/a;Mujika Alustiza 2017, 95;n/a;Mujika Alustiza 2017, 95;n/a
S73;Spain;42,95178832;-2,22810741;1052488;4777762;North;Etzegarate;Dolmen;GrA-24203;3510;40;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Bone;n/a;Mujika Alustiza 2017, 95;n/a;Mujika Alustiza 2017, 95;n/a
S73;Spain;42,95178832;-2,22810741;1052488;4777762;North;Etzegarate;Dolmen;Ua-37369;3715;40;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Bone;n/a;Mujika Alustiza 2017, 95;n/a;Mujika Alustiza 2017, 95;n/a
S73;Spain;42,95178832;-2,22810741;1052488;4777762;North;Etzegarate;Dolmen;Ua-35429;4365;40;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Bone;n/a;Mujika Alustiza 2017, 95;n/a;Mujika Alustiza 2017, 95;n/a
S73;Spain;42,95178832;-2,22810741;1052488;4777762;North;Etzegarate;Dolmen;Ua-35430;4540;40;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Bone;n/a;Mujika Alustiza 2017, 95;n/a;Mujika Alustiza 2017, 95;n/a
S73;Spain;42,95178832;-2,22810741;1052488;4777762;North;Etzegarate;Dolmen;GrA-24204;2715;45;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Bone;n/a;Mujika Alustiza 2017, 95;n/a;Mujika Alustiza 2017, 95;n/a
S73;Spain;42,95178832;-2,22810741;1052488;4777762;North;Etzegarate;Dolmen;GrA-24207;3360;45;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Bone;n/a;Mujika Alustiza 2017, 95;n/a;Mujika Alustiza 2017, 95;n/a
S73;Spain;42,95178832;-2,22810741;1052488;4777762;North;Etzegarate;Dolmen;GrA-29998;3375;40;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Charcoal;n/a;Mujika Alustiza 2017, 95;n/a;Mujika Alustiza 2017, 95;n/a
S74;Spain;43,66992356;-7,743251244;601316;4835980;North;Forno dos Mouros 5;Passage grave;Ua-21687;3565;40;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Charcoal;Filling of a trench which alters the mound;Carrero-Pazos 2017;MaÒana Borrazas 2005;Carrero-Pazos 2017;n/a
S74;Spain;43,66992356;-7,743251244;601316;4835980;North;Forno dos Mouros 5;Passage grave;Ua-21688;4390;45;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Charcoal;Corridor base;Carrero-Pazos 2017;n/a;Carrero-Pazos 2017;n/a
S74;Spain;43,66992356;-7,743251244;601316;4835980;North;Forno dos Mouros 5;Passage grave;Ua-20010;5500;50;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Organic material;Inner chamber;MaÒana Borrazas 2005;n/a;MaÒana Borrazas 2005;n/a
S74;Spain;43,66992356;-7,743251244;601316;4835980;North;Forno dos Mouros 5;Passage grave;UA-20009;5635;50;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Organic material;Sediment. Inner chamber;MaÒana Borrazas 2005;n/a;MaÒana Borrazas 2005;n/a
S75;Spain;42,6733;-3,7172;932916;4738084;Ebro basin;Fuentepecina II;Dolmen;GrN-18669;5375;45;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Charcoal;Chamber level 6;Boaventura 2009;Delibes de Castro, Rojo Guerra 1997 ;Boaventura 2009/Delibes de Castro, Rojo Guerra 1997 ;n/a
S75;Spain;42,6733;-3,7172;932916;4738084;Ebro basin;Fuentepecina II;Dolmen;GrN-16073;5270;140;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Charcoal;Ancient soil level 6;Cassen et al 1993, Tab 2, 513;n/a;Cassen et al 1993, Tab 2, 513;n/a
S76;Spain;37,1328;-1,89778;1131266;4133292;South;Gatas;Cist;OxA-3965;3560;60;n/a;n/a;n/a;n/a;-135;20;mixed;Mainly cereals with slight contributions from marine resources;Human bone;Tomb 26;Castro Garcia 1995/Garcia Sanjuan et al 2011;n/a;Castro Garcia 1995/Garcia Sanjuan et al 2011;DeltaR values from Monge Soares, Matos Martins 2010
S76;Spain;37,1328;-1,89778;1131266;4133292;South;Gatas;Cist;OxA-4475;3570;65;n/a;n/a;n/a;n/a;-135;20;mixed;Mainly cereals with slight contributions from marine resources;Human bone;Tomb 28;Castro Garcia 1995/Garcia Sanjuan et al 2011;n/a;Castro Garcia 1995/Garcia Sanjuan et al 2011;DeltaR values from Monge Soares, Matos Martins 2010
S76;Spain;37,1328;-1,89778;1131266;4133292;South;Gatas;Cist;OxA-3969;3530;60;n/a;n/a;n/a;n/a;-135;20;mixed;Mainly cereals with slight contributions from marine resources;Human bone;Tomb 33;Castro Garcia 1995/Garcia Sanjuan et al 2011;n/a;Castro Garcia 1995/Garcia Sanjuan et al 2011;DeltaR values from Monge Soares, Matos Martins 2010
S76;Spain;37,1328;-1,89778;1131266;4133292;South;Gatas;Cist;OxA-4472;3520;80;n/a;n/a;n/a;n/a;-135;20;mixed;Mainly cereals with slight contributions from marine resources;Human bone;Tomb 37;Castro Garcia 1995/Garcia Sanjuan et al 2011;n/a;Castro Garcia 1995/Garcia Sanjuan et al 2011;DeltaR values from Monge Soares, Matos Martins 2010
S77;Spain;43,2631;-2,87111;997476;4808303;North;Hirumugarrieta 2;Dolmen;Ua-3128;4955;85;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Charcoal;n/a;Cabal et al 2000, 131;n/a;Cabal et al 2000, 131;n/a
S77;Spain;43,2631;-2,87111;997476;4808303;North;Hirumugarrieta 2;Dolmen;Ua-3126;4865;90;n/a;n/a;n/a;n/a;n/a;n/a;intcal20;n/a;Charcoal;n/a;Cabal et al 2000, 131;n/a;Cabal et al 2000, 131;n/a
