"Pass","Start S1","End S1","Start S2","End S2","Start S3","End S3",
249500,-4315.7,-3481.06,-2324.99,-2019.15,-1692.35,-1335.95,
249600,-4483.44,-3892.14,-2296.01,-1746.43,-1752.28,-1058.09,
249700,-5008.3,-3382.78,-4024.57,-311.277,-1809.31,-1316.12,
249800,-4166.71,-3664.27,-2620.65,-1359.44,-1597.96,-1314.61,
249900,-5103.11,-3879.8,-2407.55,-1722.78,-1655.92,-1389.43,
250000,-4236.77,-3841.73,-3096.66,-1379.5,-1668.63,-1219.58,
250100,-3998.33,-3936.13,-3189.95,-1734.33,-1672.62,-1219.94,
250200,-5228.89,-3693.77,-2676.81,-1450.59,-1729.06,-1347.24,
250300,-4233.97,-3702.33,-2632.07,-1700.7,-1955.2,-1067.47,
250400,-4132.76,-3587.24,-2264.04,-1242.17,-1697.13,-1141.3,
250500,-4857.41,-3485.91,-2450.87,-2311.21,-1693.16,-1108.04,
250600,-4291.72,-3588.21,-2216.22,-1920.98,-1823.63,-1201.21,
250700,-4093.74,-3593.81,-2564.17,-1531.22,-1588.37,-1321.04,
250800,-6448.76,-1399.37,-2544.15,-2136.4,-1799.29,-1349.74,
250900,-4698.14,-3463.89,-6369.27,237.246,-1660.85,-1369.93,
251000,-4067.7,-3649.67,-3010.55,-2054.85,-1677.06,-1213.03,
251100,-4361.58,-3415.83,-2381.05,-2309.58,-1617.39,-1316.52,
251200,-4873.62,-3487.18,-3383.84,-1204.45,-1588.32,-1390.24,
251300,-4579.25,-3692.95,-3099,-632.995,-1940.84,-1370.61,
251400,-4008.32,-3879.42,-2673.14,-1751.18,-1653.36,-1376.97,
251500,-4300.47,-3649.89,-2268.44,-2265.99,-1733.2,-1362.91,
251600,-4091.49,-3494.16,-3257.97,-2395.38,-2167.06,-1285.41,
251700,-4052.86,-3648.72,-4960.55,1496.1,-1892.02,-890.796,
251800,-4634.96,-3604.02,-3043.9,-2158.48,-1708.08,-1283.99,
251900,-4330.76,-3807.94,-3672.25,-1858.46,-1749.59,-1309.11,
252000,-4341.2,-3762.61,-6358.25,1331.8,-1751.55,-1318.95,
252100,-4374.39,-3550.15,-4550.55,391.443,-1904.76,-1278.1,
252200,-4353.57,-3833.21,-2467.3,-2441.84,-1582.73,-1402.88,
252300,-4805.42,-3110.5,-2396.53,-2239.76,-1577.41,-1313.38,
252400,-4294.16,-3368.84,-2079.46,-2065.77,-1669.22,-1312.42,
252500,-4502.42,-3647.19,-1913.32,-1790.09,-1710.62,-1247.31,
252600,-4364.12,-2566.14,-5036.26,-245.266,-1690.41,-1358.03,
252700,-4136.09,-3630.93,-2666.32,-2145.28,-1766.07,-1326.44,
252800,-4414.15,-3753.56,-2477.9,-1789.95,-1608.37,-1325.93,
252900,-4417.59,-3654.43,-2611.12,-1922.17,-1786.33,-1322.39,
253000,-4399.02,-3620.69,-2899.16,-1210.77,-1666.02,-1369.61,
253100,-4402.57,-3637.49,-2349.13,-1488.23,-1616.63,-1382.33,
253200,-4730.26,-3696.69,-6196.51,246.853,-1692.22,-1287.9,
253300,-4938.98,-3159.51,-3254.13,-1675.7,-1699.15,-957.688,
253400,-4137.29,-3784.19,-2177.74,-1645.02,-1788.55,-935.555,
253500,-4124.55,-3913.68,-2450.59,-2197.98,-1625.58,-1309.95,
253600,-3977.97,-3901.07,-2546.88,-1757.5,-1805.8,-1341.65,
253700,-3977.97,-3912.37,-2155.24,-1606.39,-1876.9,-1278.93,
253800,-4285.75,-3426.57,-2174.32,-1887.96,-1728.55,-1299.18,
253900,-4028.44,-3801.51,-3474.43,-1405.92,-1758.55,-1338.78,
254000,-4086.42,-3674.72,-2654.78,-2135.62,-1868.2,-1303.46,
254100,-4091.29,-3774.25,-2497.15,-2127.42,-1655.18,-1285.71,
254200,-4445.51,-3609.47,-2317.8,-2171.88,-1672.26,-1301.71,
254300,-4241.34,-3279.54,-2088.36,-1905.36,-1784.11,-1310.4,
254400,-4154.19,-3867.45,-2338.85,-2127.05,-1653.41,-1388.03,
254500,-4976.14,-3174.79,-6515.37,-783.824,-1726.13,-1357.02,
254600,-4287.35,-3621.43,-2861.44,-2087.55,-1707.2,-1345.42,
254700,-3975.94,-3919.05,-3406.17,-487.708,-1573.85,-1377.58,
254800,-3995.42,-3785.88,-2309.39,-2028.54,-1658.92,-1372.56,
254900,-4316.69,-3674.29,-2544.8,-1903.44,-1918.24,-1099.19,
255000,-4568,-3268.55,-2986.62,-1859.09,-1562.18,-1319.01,
255100,-4128.79,-3647.76,-2968.17,-2111.96,-1754.9,-1305.08,
255200,-4121.77,-3683.38,-2109.1,-1932.49,-1554.28,-1347.36,
255300,-4482.37,-3617.22,-4387.58,28.877,-1654.24,-1059.24,
255400,-5657.94,-3326.35,-2621.06,-2097.51,-1728.24,-1332.26,
255500,-4329.04,-3097.66,-2276.36,-1959.22,-1606.5,-1279.38,
255600,-4365.65,-3861.47,-2193,-968.873,-1607.78,-1246.61,
255700,-4845.73,-2718.8,-2471.5,-2075.94,-1714.55,-1256.78,
255800,-4669.7,-3537.22,-2477.52,-2212.56,-1653.86,-1386.7,
255900,-4074.97,-3801.92,-2311.89,-2277.61,-1555.36,-1304.39,
256000,-4849.21,-3555.7,-2565.81,-1500.43,-2457.99,-1199.83,
256100,-4395.12,-3679.94,-2837.52,-1158.87,-1637.86,-1330.17,
256200,-4321.65,-3747.1,-2087.66,-1864.62,-1725.92,-1259.62,
256300,-4300.83,-3478.53,-2970.88,-1002.06,-1580.96,-1235.11,
256400,-4225.01,-3813.42,-2481.13,-2070.85,-1711.44,-1271.89,
256500,-6310.7,-1289.1,-2560.69,-1335.91,-1697.51,-1217.57,
256600,-4059.06,-3798.39,-5134.99,-2162.54,-1576.54,-1365.69,
256700,-4497.78,-3102.94,-5275.71,1940.12,-1565.72,-1344.91,
256800,-4891.3,-3906.82,-2522.6,-2108.96,-2048.38,-1257.64,
256900,-5490.11,-2758.4,-2074.62,-1907.19,-1795.76,-1090.66,
257000,-4096.99,-3911.1,-3366.02,-1883.72,-1672.82,-1399.18,
257100,-4337.03,-3175.19,-2325.71,-2268.76,-1714.08,-1342.48,
257200,-4105.07,-3929.44,-3265.69,-1930.68,-1802.22,-1307.49,
257300,-4045.39,-3115.91,-2304.56,-2299.52,-1633.21,-1308.52,
257400,-4154.46,-3439.57,-3220.29,-2293.65,-1651.49,-1322.46,
257500,-4294.17,-3569.98,-2363.6,-1484.5,-1671.95,-1343.31,
257600,-4814.72,-3599.78,-2384.14,-1720.54,-1766.35,-1293.8,
257700,-4543.24,-3346.6,-4650.36,-779.987,-1739.28,-1293.42,
257800,-4259.82,-2980.23,-2316.41,-2056.78,-1786.71,-1244.13,
257900,-4023.56,-3783.62,-3574.31,-1792.32,-1654.18,-1332.07,
258000,-4061.87,-3766.42,-2826.34,-2069.6,-1851.03,-1284.98,
258100,-4380.53,-3159.8,-2572.83,-2187.42,-1556.24,-1229.66,
258200,-4266.37,-3715.6,-2172.67,-1910.59,-1581.17,-1389.59,
258300,-4396.54,-3726.54,-4698.37,-1908.85,-1561.09,-1369.02,
258400,-4378.21,-3281.52,-2604.99,-2001.45,-1882.31,-1166.72,
258500,-4017.63,-3718.25,-2795.5,-1376.69,-1708.68,-1326.55,
258600,-4003.99,-3822.67,-2422.37,-2199.85,-1952.87,-1207.63,
258700,-4581.04,-3415.78,-2503.42,-2242.72,-1662.67,-1368.99,
258800,-4204.68,-3596.8,-6124.42,-517.431,-1738.53,-1213.26,
258900,-4272.59,-3550.52,-2866.07,-2184.03,-1702.45,-1265.36,
259000,-4170.53,-2447.97,-5676.18,502.215,-2133.46,-1267.3,
259100,-4272.26,-3484.26,-4100.58,1083.91,-1640.18,-1148.73,
259200,-4285.21,-2415.68,-2486.69,-1961.43,-1793.4,-1275.91,
259300,-5568.04,-3827.12,-2871.45,-1491.21,-1725.01,-1310.77,
259400,-4105.78,-3713.28,-2883.26,-1596.33,-2150.19,-1362.25,
259500,-4189.3,-3877.73,-4610.75,1563.53,-1932.37,-1331.88,
259600,-4146.66,-3624.42,-2199.31,-2046.9,-1695.89,-1339.95,
259700,-4142.69,-3923.41,-2664.38,-2352.7,-1844.18,-1307.32,
259800,-4466.54,-3669.56,-2399.85,-2271.01,-1677.45,-1311.65,
259900,-4345.53,-3881.73,-1949.96,-1815.46,-1659.45,-1223.55,
260000,-4026.24,-3874.19,-2837.08,-2010.79,-1787.81,-1144.72,
260100,-5327.83,-3226.4,-6568.02,1923.74,-1779.37,-1147.36,
260200,-4278.07,-3382.1,-2718.57,-2708.59,-1750.08,-1273.63,
260300,-4429.14,-3645,-2337.46,-2229.39,-1784.19,-1237.77,
260400,-4648.46,-3673.04,-2457.41,-2210.2,-1663.27,-1345.02,
260500,-4234.55,-3690.03,-2299.66,-2087.07,-1564.43,-1337.03,
260600,-4148.42,-3853.3,-2131.83,-1488.62,-1556.44,-1352.19,
260700,-4200.3,-3738.98,-3260.12,-2403.24,-1787.54,-599.892,
260800,-4042.3,-3929.12,-4654.25,1086.15,-1590.48,-1339.38,
260900,-4539.4,-1373.15,-3893.5,718.734,-2136.53,-1379.94,
261000,-4254.84,-3701.99,-2963.78,-1400.95,-1596.66,-1243.88,
261100,-4424.28,-3812.59,-2263.9,-1919.78,-1732.77,-1296.77,
261200,-4650.28,-3898.81,-3486.2,-1141.01,-1633.2,-1278.79,
261300,-4508.1,-3708.7,-2352.71,-2226.62,-1616.73,-1297.71,
261400,-4142.56,-3829.73,-3700.54,-992.978,-1967.2,-1302.04,
261500,-4207.94,-3916.51,-2056.33,-1813.86,-1680.68,-1350.73,
261600,-4167.58,-3844.26,-2433.43,-2205.47,-1675.68,-1344.77,
261700,-4057.95,-3541.48,-2631.1,-2419.62,-1654.51,-1295.82,
261800,-4038.52,-3794.13,-2623.62,-1960.48,-1612.54,-1283.65,
261900,-5953.08,-1359.91,-2096.66,-1936.91,-1698.17,-1296.76,
262000,-5270.73,-3176.86,-2523.76,-2357.95,-1697.84,-1176.92,
262100,-4625.25,-1937.03,-3347.32,-1286.26,-1938.21,-1237.04,
262200,-4104.47,-3854.16,-2824.24,-2146.29,-1592.89,-1360.31,
262300,-4098.67,-3884.97,-2478.36,-940.921,-1599.02,-1215.33,
262400,-4366.36,-3836,-2243.4,-2157.78,-1552.22,-1441.56,
262500,-4719.14,-3833.42,-6170.19,785.035,-1520.43,-1333.16,
262600,-4052.38,-3734.97,-2559.08,-1643.03,-1675.57,-1342.42,
262700,-4556.06,-3027.51,-4537.78,1276.62,-1584.32,-1304.88,
262800,-4583.28,-3479.47,-2379.01,-2297.31,-1582.8,-1411.85,
262900,-4225.07,-3599.81,-3505.9,1865.81,-1639.27,-1309.36,
263000,-4143.46,-3594.13,-2963.98,103.057,-1792.16,-1353.33,
263100,-4235.3,-3631.65,-2453.57,-2072.52,-1767.79,-1133.11,
263200,-4737.64,-3417.7,-2321.59,-1976.05,-1721.05,-1282.41,
263300,-4064.91,-3893,-4005.2,1549.46,-1617.08,-1281.5,
263400,-4344.41,-3808.3,-2300.08,-1896.2,-1600.62,-1170.27,
263500,-4105.26,-3787.06,-2270.95,-2070.3,-1609.73,-1312.93,
263600,-4277.79,-3764.28,-1996.77,-1954.02,-1672.32,-1231.29,
263700,-4337.35,-3805.99,-4805.78,-1011.72,-1793.77,-1227.04,
263800,-4276.39,-3627.26,-2810.4,-1519.46,-1724.67,-1391.88,
263900,-4150.65,-3850.02,-2704.92,-2001.67,-1628.01,-1320.33,
264000,-4399.85,-3355.43,-6070.02,-1102,-1606.81,-1319.67,
264100,-4557.12,-3240.98,-3475.45,-2543.08,-1745.06,-1279.96,
264200,-4696.56,-3314.33,-3218,-1544.21,-1904.71,-1299.89,
264300,-4402.09,-3861.56,-5690.93,389.328,-1693.84,-1354.3,
264400,-4197.13,-3722.46,-2422,-2027.16,-1686.25,-1295.53,
264500,-4835.24,-3812.11,-2400.9,-1995.32,-1560.83,-1362.17,
264600,-4377.26,-3534.26,-2821.35,-1763.39,-1594.9,-1306.88,
264700,-4190.9,-3497.52,-2320.39,-1890.33,-1645.58,-1203.32,
264800,-4135.41,-3684.71,-2494.72,-2336.8,-1784.97,-1309.92,
264900,-4925.23,-3767.27,-2858.23,-2259.64,-1673.26,-1297.26,
265000,-4002.44,-3837.18,-2798.32,-2129.42,-1603.86,-1029.27,
265100,-4121.39,-3636.64,-2657.24,-1928.62,-1715.66,-1300.99,
265200,-5777.19,-2792.04,-5659.54,-1936.44,-1588.31,-1390.36,
265300,-3973.59,-3496.94,-6237.13,-1561.2,-1607.24,-1314.99,
265400,-4164.12,-3713.88,-2355.48,-1953.91,-1571.69,-1327.13,
265500,-4397.91,-3703.15,-6564.37,2011.04,-1722.95,-1361.44,
265600,-4100.79,-3608.87,-2346.8,-2007.54,-1562.28,-1321.77,
265700,-4088.14,-3902.86,-2410.35,-1337.85,-1572.78,-1252.09,
265800,-4392.99,-3778.34,-2545.16,-1868,-1584.53,-1326.01,
265900,-4148.86,-3797.21,-2464.63,-2043.02,-1630.34,-1330.61,
266000,-4577.64,-3102.17,-2193.96,-1672.03,-1641.36,-1094.38,
266100,-4524.2,-3639.19,-4146.58,-3.67321,-1696.21,-1310.09,
266200,-4159.8,-3617.69,-2445.3,-1974.1,-2653.53,-670.71,
266300,-4374.69,-3442.71,-3227.44,-1905.78,-2118.99,-1273.43,
266400,-4007.4,-3638,-2425.42,-2158.21,-1699.87,-1368.84,
266500,-4176.02,-3756.54,-3101.06,-2414.84,-1650.28,-1305,
266600,-4105.28,-3930.86,-3902.14,-1754.4,-1614.68,-1299.12,
266700,-4220.52,-3653.36,-2194.57,-1856.17,-1786.05,-1400.9,
266800,-5510.58,-2753.82,-2839.12,-2070.4,-1730.86,-1219.6,
266900,-4157.03,-3720.56,-2294.59,-2085.77,-1820.75,-1319.37,
267000,-5817.99,-3587.05,-3558.87,-2004.91,-1751.62,-550.684,
267100,-4061.73,-3935.19,-5490.7,-391.198,-1706.14,-1342.85,
267200,-4564.52,-3598.71,-2796.54,-699.09,-1778.87,-1047.28,
267300,-4046.06,-3552,-2495.37,-1982.81,-1711.45,-1246.34,
267400,-5148.15,-3663.05,-2213.05,-2018.1,-1974.19,-1297.1,
267500,-4167.25,-3752.9,-2412.12,-1483.01,-1638.1,-1092.46,
267600,-4284.04,-3577.5,-2546.82,-2218.23,-1719.11,-1350.91,
267700,-5536.91,-2981.57,-2115.9,-2088.53,-1674.94,-1390.67,
267800,-4842.52,-1489.46,-4536.02,1974.09,-1617.7,-1304.58,
267900,-5592,-3032.81,-2896.63,-1377.81,-1804.2,-1233.46,
268000,-4278.38,-3839.36,-2771.87,-1101.74,-1664.52,-1222.68,
268100,-4763.99,-3779.22,-3336.59,-2114.09,-1854.99,-1380.06,
268200,-4288.5,-3897.89,-4106.94,1984.95,-1702.53,-1284.75,
268300,-4236.74,-3289.35,-4734.18,-2064.76,-1735.41,-1378.14,
268400,-4153.94,-3530.19,-2167.07,-2058.36,-1601.65,-1347.95,
268500,-4050.14,-3755.74,-4669.48,-1824.97,-1685.86,-1349.98,
268600,-4388.98,-3836.97,-2540.77,-2052.57,-1589.76,-1394.05,
268700,-4392.28,-3884.1,-2664.7,-1941.31,-2146.03,-1080.42,
268800,-4961.05,-3541.62,-3214.41,-153.551,-1728.68,-1241.56,
268900,-4487.79,-3926.04,-2470.74,-2060.94,-1866.71,-1316.36,
269000,-4192.66,-3859.81,-3316.18,-1557.39,-1767.53,-1259.63,
269100,-4221.54,-3805.9,-2515.55,-1150.8,-1594.68,-1375.41,
269200,-4123.3,-3394.74,-2519.75,-1336.26,-1741.11,-1200.6,
269300,-4123.57,-3684.4,-2499.17,-2149.58,-1701.03,-1321.61,
269400,-4314.64,-3657.48,-1916.11,-1888.99,-1623.44,-1207.67,
269500,-4244.38,-3859.17,-3502.15,-1170.93,-2090.13,-1232.99,
269600,-4771.81,-3790.46,-2313,-2025.39,-1574.59,-1337.26,
269700,-5010.99,-3496.37,-3020.31,1161.62,-1590.34,-1213.89,
269800,-5118.87,-3818.78,-3990.11,-1305.31,-1581.54,-1315.3,
269900,-4118.79,-3746.09,-2826.42,-1941.58,-1606.79,-1271.52,
270000,-4258.19,-3495.39,-2397.74,-2343.55,-1795.56,-1181.52,
270100,-4119.74,-3878.63,-2287.72,-2157.52,-1571.96,-1336.68,
270200,-4161.65,-3890.49,-2574.34,-1454.66,-1789.37,-1341.39,
270300,-4110.59,-3989.95,-2835.15,-1462.08,-1664.69,-1326.36,
270400,-4326.91,-3897.19,-6098.61,-308.87,-1680.51,-1298.63,
270500,-4256.77,-3143.28,-3059.31,-2048.64,-1875.19,-1145.29,
270600,-4483.59,-3351.4,-3557.47,-1482.89,-1715.79,-1366.47,
270700,-4598.39,-2855.79,-2385.68,-1473,-1607.17,-981.319,
270800,-4240.83,-3327.71,-2640.69,-2392.88,-1594.28,-1337.38,
270900,-4914.46,-2959.93,-2560.91,-1719.14,-1747.21,-1399.22,
271000,-4446.95,-3664.4,-2260.08,-2134.24,-1673.4,-1335.08,
271100,-4562.08,-3507.71,-2295.46,-1252.37,-1599.61,-1356.78,
271200,-4314.87,-3826.48,-2154.57,-2044.21,-1718.86,-1369.04,
271300,-5075.37,-3665.67,-2579.12,-2335.84,-1659.2,-881.977,
271400,-4233.58,-3665.91,-2421.53,-1926.59,-1640.37,-1240.76,
271500,-5520.86,-2877.72,-2917.44,-1599.89,-1635.27,-1311.62,
271600,-4168.26,-3775.31,-3873.78,-1954.09,-1699.91,-1349.44,
271700,-4400.29,-2274.75,-3348.5,-1599.73,-1708.22,-1351.57,
271800,-4228.63,-3783.25,-2292.11,-2088.73,-1873.16,-1181.9,
271900,-5054.24,-2797.24,-2069.55,-1685.23,-1625.08,-1324.35,
272000,-4181.05,-3752.52,-2450.28,-2397.6,-1644.4,-1223.24,
272100,-4352.39,-3443.79,-2800.4,-2619.41,-1639.47,-1358.74,
272200,-4517.88,-3737.1,-2765.44,-2206.08,-2026.51,-1305.52,
272300,-5824.43,-2912.93,-3241.73,-1766.08,-1691.67,-1144.96,
272400,-4139.16,-3502.26,-2808.68,-1932.87,-1568.9,-1314.69,
272500,-4253.83,-3424.57,-2329.16,-2317.37,-1759.83,-1352.26,
272600,-4474.59,-3382.93,-2653.6,-2219.99,-2027.67,-1306.63,
272700,-4316.78,-3664.92,-2525.11,-1246.88,-1650.4,-1302.01,
272800,-4879.59,-3213.64,-4024.91,-2047.9,-1632.2,-1377.88,
272900,-4436.6,-3634.2,-2881.17,-2435.53,-1678.69,-1375.21,
273000,-4410.88,-3765.42,-5811.88,948.778,-1728.22,-607.009,
273100,-4066.41,-3832.67,-3791.13,-184.955,-2123.99,-1136.03,
273200,-4178.7,-3759.71,-2515,-2501.83,-1642.42,-1295.41,
273300,-4393.26,-3725.19,-3228.61,-2080.45,-1628.59,-1209.31,
273400,-4075.27,-4008.23,-2643.41,-1866.59,-1911.5,-1381.65,
273500,-5175.01,-3699.05,-2023.72,-1786.12,-1674.48,-1240.06,
273600,-4272.7,-3822.32,-2048.24,-2001.71,-1606.44,-1255.78,
273700,-4296.74,-3710.21,-3405.49,-1855.12,-1583.88,-1404.35,
273800,-4313.79,-3138.3,-2454.63,-2254.23,-1660.41,-1237.73,
273900,-4588.8,-3346.93,-2786.81,-717.997,-1733.68,-878.37,
274000,-4259.71,-3860.71,-2352.87,-2154.48,-1674.23,-1245.74,
274100,-4319.17,-3633.2,-2589.66,-1946.63,-1753.14,-1306.53,
274200,-4692.68,-3028.54,-3972.65,-698.867,-1847.88,-1242.57,
274300,-4273.77,-3422.15,-3184.75,5.00256,-1651.97,-1186.12,
274400,-4136.27,-3698.44,-2531.67,-2472.56,-1662.56,-1351.57,
274500,-4162.35,-3864.28,-3026.56,-2057.42,-2044.25,-869.25,
274600,-4385.88,-3891.8,-2256.65,-2041.87,-1579.25,-1297.57,
274700,-4185.27,-3712.2,-5023.67,-1800.21,-1683.5,-1342.8,
274800,-4149.15,-3821.25,-1990.66,-1456.12,-1662.51,-1249.08,
274900,-4165.37,-3767.58,-3497.64,-860.788,-1744.33,-1299.58,
275000,-4426.71,-3753.31,-3377.45,-1021.42,-2656.9,-1028.61,
275100,-4257.24,-3328.81,-2677.57,-2240.52,-1583.89,-1335.24,
275200,-5077.36,-2823.88,-2063.36,-1824.13,-1585.76,-1185.39,
275300,-4275.65,-3660.01,-2274.89,-1364.82,-1550.16,-1298.85,
275400,-4043.64,-3313.35,-2369.01,-2329.63,-1718.32,-1224.04,
275500,-4653.21,-3531.91,-2787.2,-2701.49,-2009.84,-1347.3,
275600,-4014.27,-3973.21,-2856.87,-1776.76,-1620.95,-1226.44,
275700,-4294.92,-3634.78,-2536.95,-537.405,-1744.94,-1017.23,
275800,-6112.05,-3456.84,-2017.02,-1849.45,-1688.3,-1190.33,
275900,-4538.12,-3586.91,-2085.71,-1998.68,-1629.68,-1365.63,
276000,-4288.81,-3645.09,-2324.02,-2270.6,-2019.35,-1285.68,
276100,-4076.3,-3926.24,-2250.19,-2227.87,-1835.54,-1027.86,
276200,-4244.52,-3758.64,-2539.52,-2111.95,-1569.84,-1296.63,
276300,-4511.97,-3669.1,-3023.23,-2239.63,-1603.55,-1374.25,
276400,-4237.98,-3597.62,-3983.27,-1913.06,-1695.33,-1218.13,
276500,-4423.39,-3127.99,-3357.47,-1522.57,-1654.97,-1252.82,
276600,-4314.5,-3664.43,-2254.44,-1926.6,-1657.28,-1338.21,
276700,-4850.31,-3430.34,-2934.24,-2389.25,-1641.11,-1388.67,
276800,-4132.61,-3900.04,-2455.94,-2071.86,-1784.17,-1341.01,
276900,-4265.39,-3616.63,-2250.59,-497.848,-1600.54,-1291.87,
277000,-5651.95,-3609.99,-2623.19,-1492.52,-1894.09,-1123.79,
277100,-4023.83,-3593.3,-2487.9,-2183.88,-1661.57,-1268.08,
277200,-4369.84,-3507.46,-2699.16,-2548.05,-1774.71,-1269.58,
277300,-4422.78,-3467.59,-2060.81,-1875.02,-2058.76,-1178.17,
277400,-4411.32,-3578.99,-2638.05,-2409.87,-1643.97,-1285.18,
277500,-4385.23,-3927.07,-2898.92,-798.762,-1748.92,-1328.23,
277600,-4128.47,-3873.19,-2253.9,-2092.23,-1672.47,-1348.59,
277700,-4125.75,-3747.73,-2382.81,-1932.62,-1682.43,-1366.69,
277800,-4786.47,-3849.09,-4245.37,195.666,-1699.84,-1392.1,
277900,-4235.66,-3609.69,-2198.21,-1901.07,-1879.76,-1361.19,
278000,-4288.76,-3877.38,-2114,-1861.46,-1601.59,-1183.66,
278100,-4232.2,-3781.34,-2269.12,-2171.28,-1719.27,-1385.41,
278200,-4846.42,-3701.69,-2408.11,-2207.61,-1599.67,-1407.58,
278300,-4252.33,-3595.15,-2324.53,-2129.04,-1636.94,-1317.22,
278400,-4219.22,-3158.79,-3572.52,-2053.5,-2246.62,-941.819,
278500,-4689.61,-3720.45,-2567.86,-1199.93,-2104.76,-1277.52,
278600,-4586.64,-3479.56,-2452.13,-1749.79,-1656.09,-1389.9,
278700,-4261.75,-3129.18,-2271.6,-1908.97,-1680.5,-1313.42,
278800,-4103.13,-3688.68,-2637.25,-838.956,-1579.11,-1371.53,
278900,-4693.85,-3704.92,-4684.18,-93.3264,-1590.64,-1225.7,
279000,-4376,-3548.19,-4800.05,-2048.16,-1692.38,-1382.1,
279100,-4681.33,-3658.63,-2585.99,-2122.99,-1765.31,-1300.88,
279200,-4439.8,-1886.76,-2386.57,-1075.25,-1731.31,-1319.68,
279300,-4432.9,-3728.74,-2481.32,-2256.47,-1640.55,-1340.01,
279400,-4109.51,-3392.64,-4541.33,-1779.63,-1647.87,-1379.98,
279500,-4085.68,-3837.01,-2202.03,-1762.19,-1710.9,-1309.65,
279600,-4443.29,-3515.94,-3129.98,-1541.93,-1661.11,-1343.43,
279700,-4251.15,-3666.29,-2372.2,-2256.38,-1710.2,-1266.88,
279800,-4086.4,-3479.93,-3543.23,1347.21,-1639.81,-1369.18,
279900,-4278.91,-3621.97,-2841.3,-2542.46,-2425.99,-1380.5,
280000,-4315.05,-3857.09,-2368.81,-1459.31,-1886.31,-1337.52,
280100,-4084.96,-3909.55,-6422.79,-2170.7,-1704.31,-1220.88,
280200,-4278.8,-3662.91,-2560.93,-1733.87,-1788.98,-1159.89,
280300,-4116.8,-3846.18,-3133.12,-1860.84,-1616.18,-1310.83,
280400,-4146.28,-3594.35,-6160.77,-1921.36,-1631.09,-1382.53,
280500,-5068.15,-3704.7,-3019.97,-539.368,-1608.05,-1302.89,
280600,-4011.25,-3787.37,-2485.57,-1751.15,-1784.08,-1242.94,
280700,-4522.1,-3322.83,-2738.67,-1607.58,-1715.31,-1276.13,
280800,-4144.71,-3718.73,-2426.03,-1406.64,-2082.78,-1308.36,
280900,-6321.59,-3423.2,-2197.8,-2057.43,-1622.81,-963.778,
281000,-5164.96,-3693.12,-2950.5,-2025.67,-1827.9,-1025.7,
281100,-3999.97,-3928.43,-2424.83,-1468.08,-1584.64,-1206.38,
281200,-4747.21,-2618.2,-2307.88,-2159.64,-1639.27,-1139.63,
281300,-6394.8,-3411.8,-6091.08,1090.87,-1663.39,-1391.22,
281400,-4077.51,-3644.91,-2403.63,-541.186,-1659.13,-1302.29,
281500,-5080.95,-3646.32,-2061.62,-2054.22,-1727.13,-1280.35,
281600,-4079.19,-3842.81,-2941.06,-1651.87,-1629.84,-1358.86,
281700,-5223.75,-3586.99,-2253.85,-1081.29,-1682.18,-1323.43,
281800,-4082.11,-3897.88,-2346.71,-2342.65,-1836.84,-1203.45,
281900,-5389.09,-3214.97,-3683.4,984.369,-1600.34,-1321.45,
282000,-4474.45,-2925.11,-6527.78,865.573,-1710.55,-1381.71,
282100,-4272.81,-3585,-2559.63,-318.892,-1571.68,-1318.61,
282200,-6343.41,-3780.44,-2321.52,-2133.07,-1631.23,-1218.07,
282300,-4019.81,-3849.55,-4654.51,2030.87,-1673.12,-1381.35,
282400,-4211.2,-3884.24,-4361.14,-399.59,-1867.66,-1223.92,
282500,-4277.74,-2854.18,-2628.09,-1205.84,-1657.26,-1152.04,
282600,-4166.84,-3096.82,-2733.43,905.801,-1582.27,-1410.02,
282700,-4296.7,-3813.54,-2391.07,1509.35,-1707.7,-1270.2,
282800,-4195.93,-3485.49,-2903.39,66.5328,-1651.41,-1288.12,
282900,-4031.45,-3903.31,-3099.33,-1990.94,-1730.99,-1357.12,
283000,-4473.08,-3828.13,-4860.02,-1775.05,-1828.03,-759.924,
283100,-3996.41,-3791.38,-2151.13,-2139.8,-1649.61,-1256.68,
283200,-4086.42,-3840.39,-2502.94,399.709,-1636.23,-1367.63,
283300,-4230.84,-3744,-4066.04,-1886.36,-1590.85,-1333,
283400,-4605.2,-3511.44,-2969.63,-1838.27,-2104.97,-1324.54,
283500,-4232.63,-3702.69,-2288.44,-2266.8,-1776.58,-1201.75,
283600,-4753.07,-3580.64,-4008.13,-1671.84,-1575.15,-1394.82,
283700,-6112.38,-1873.08,-2354.64,-2311.66,-1596.91,-1195.65,
283800,-4757.64,-2613.81,-2408.46,-1615.66,-1678.98,-1105.48,
283900,-4272.13,-3745.98,-3318.75,-2134.23,-1629.03,-1261.63,
284000,-4586.31,-2887.5,-2208.51,-2100.67,-1611.25,-1379.02,
284100,-4199.87,-3804.02,-2929.27,-138.284,-1744.62,-1107.06,
284200,-4416.58,-3808.5,-2486.71,-485.451,-1646.08,-1275.85,
284300,-4789.92,-2354.21,-2906.67,-2107.29,-1880.1,-1248.64,
284400,-4264.12,-3818.67,-2702.26,-1927.42,-1575.33,-1299.13,
284500,-4710.16,-3489.38,-2457.09,-2452.76,-1576.41,-1363.7,
284600,-4074.68,-3837.48,-2367.01,-1037.98,-1577.31,-1384.75,
